region,prov,municity,percent_cnt,percent_amt,target_cnt_4p,target_cnt_n4p,total_cnt_target,actual_cnt_4p,actual_cnt_n4p,total_cnt_actual,target_amt_4p,target_amt_n4p,total_amt_target,actual_amt_4p,actual_amt_n4p,total_amt_actual,actual_amt_lgu_n4p
VI,ILOILO,SAN DIONISIO,0.9792409577,0.9773837749,2568,5284,7852,2568,5121,7689,11950500,31704000,43654500,11941200,30726000,42667200,31704000
I,ILOCOS SUR,SAN EMILIO,0.9992872416,0.9994077985,525,878,1403,524,878,1402,2178750,4829000,7007750,2174600,4829000,7003600,4829000
VI,ILOILO,SAN ENRIQUE,0.9997090063,0.9990431545,1769,5104,6873,1767,5104,6871,8253750,30624000,38877750,8216550,30624000,38840550,30624000
VI,NEGROS OCCIDENTAL,SAN ENRIQUE,0.9995701698,0.9998275325,705,3948,4653,703,3948,4651,3273600,23688000,26961600,3268950,23688000,26956950,23688000
I,ILOCOS SUR,SAN ESTEBAN,1,1,249,1466,1715,249,1466,1715,1033350,8063000,9096350,1033350,8063000,9096350,8063000
I,PANGASINAN,SAN FABIAN,0.9996836644,0.9997463167,3806,12000,15806,3801,12000,15801,15794900,66000000,81794900,15774150,66000000,81774150,66000000
III,ZAMBALES,SAN FELIPE,0.9938965628,0.9935732648,754,2359,3113,754,2340,3094,3883100,15333500,19216600,3883100,15210000,19093100,15210000
V,MASBATE,SAN FERNANDO,0.9865591398,0.989143839,1723,3113,4836,1658,3113,4771,6288950,15565000,21853950,6051700,15565000,21616700,15565000
X,BUKIDNON,SAN FERNANDO,0.9956007699,0.9961631883,5402,5509,10911,5354,5509,10863,25119300,33054000,58173300,24896100,33054000,57950100,33054000
VII,CEBU,SAN FERNANDO,0.9992562982,0.999396623,2140,8617,10757,2132,8617,10749,9951000,51702000,61653000,9913800,51702000,61615800,51702000
IV-B,ROMBLON,SAN FERNANDO,0.9702493551,0.9679041479,1636,4179,5815,1634,4008,5642,5971400,20895000,26866400,5964100,20040000,26004100,20645000
V,CAMARINES SUR,SAN FERNANDO,0.9941325722,0.9953226521,1968,4338,6306,1931,4338,6269,7183200,21690000,28873200,7048150,21690000,28738150,21690000
CARAGA,AGUSAN DEL SUR,SAN FRANCISCO,0.9997056876,0.9997082001,4009,9582,13591,4005,9582,13587,14632850,47910000,62542850,14614600,47910000,62524600,47910000
VII,CEBU,SAN FRANCISCO,0.9986462094,0.99879784,5013,3851,8864,5001,3851,8852,23310450,23106000,46416450,23254650,23106000,46360650,23106000
VIII,SOUTHERN LEYTE,SAN FRANCISCO,0.9992101106,0.9993783001,680,1852,2532,678,1852,2530,2482000,9260000,11742000,2474700,9260000,11734700,9260000
CARAGA,SURIGAO DEL NORTE,SAN FRANCISCO (ANAO-AON),0.9968786578,1.161836794,1106,1457,2563,1098,1457,2555,4036900,7285000,11321900,5869200,7285000,13154200,7285000
IV-A,QUEZON,SAN FRANCISCO (AURORA),0.9986732513,0.9988685967,4631,8936,13567,4613,8936,13549,23849650,58084000,81933650,23756950,58084000,81840950,58084000
I,LA UNION,SAN GABRIEL,0.9997605364,0.9998034144,1376,2800,4176,1375,2800,4175,5710400,15400000,21110400,5706250,15400000,21106250,15400000
II,ISABELA,SAN GUILLERMO,0.9967765931,0.9959799579,1137,2896,4033,1124,2896,4020,4718550,15928000,20646550,4635550,15928000,20563550,15928000
III,BULACAN,SAN ILDEFONSO,0.9893602784,0.9911203211,2856,12088,14944,2704,12081,14785,14708400,78572000,93280400,13925600,78526500,92452100,78526500
I,ILOCOS SUR,SAN ILDEFONSO,1,1,171,1300,1471,171,1300,1471,709650,7150000,7859650,709650,7150000,7859650,7150000
VII,BOHOL,SAN ISIDRO,1,1,440,1181,1621,440,1181,1621,2046000,7086000,9132000,2046000,7086000,9132000,7086000
XI,DAVAO DEL NORTE,SAN ISIDRO,0.9993416722,0.9994020523,2972,1585,4557,2969,1585,4554,13819800,9510000,23329800,13805850,9510000,23315850,9510000
XI,DAVAO ORIENTAL,SAN ISIDRO,0.9970781592,0.9975522902,2278,4567,6845,2258,4567,6825,10592700,27402000,37994700,10499700,27402000,37901700,27402000
VIII,NORTHERN SAMAR,SAN ISIDRO,0.9993589744,0.9994676817,2096,2584,4680,2093,2584,4677,7650400,12920000,20570400,7639450,12920000,20559450,12920000
CARAGA,SURIGAO DEL NORTE,SAN ISIDRO,1,1.446489195,654,636,1290,654,636,1290,2387100,3180000,5567100,4872750,3180000,8052750,3180000
III,NUEVA ECIJA,SAN ISIDRO,0.9947988904,0.9947124886,1475,10061,11536,1472,10004,11476,7596250,65396500,72992750,7580800,65026000,72606800,65026000
CAR,ABRA,SAN ISIDRO,1,1,244,757,1001,244,757,1001,1012600,4163500,5176100,1012600,4163500,5176100,4163500
VIII,LEYTE,SAN ISIDRO,0.9982227488,0.9985579867,2508,4244,6752,2496,4244,6740,9154200,21220000,30374200,9110400,21220000,30330400,21220000
II,ISABELA,SAN ISIDRO,0.99940012,0.9992233439,584,4417,5001,581,4417,4998,2423600,24293500,26717100,2402850,24293500,26696350,24293500
V,MASBATE,SAN JACINTO,0.9768976898,0.9812363942,2385,3978,6363,2238,3978,6216,8705250,19890000,28595250,8168700,19890000,28058700,19890000
I,PANGASINAN,SAN JACINTO,1,1,1735,6000,7735,1735,6000,7735,7200250,33000000,40200250,7200250,33000000,40200250,33000000
VI,ILOILO,SAN JOAQUIN,0.9514250544,0.946734474,2291,8270,10561,2275,7773,10048,10815900,49620000,60435900,10578750,46638000,57216750,49620000
VIII,SAMAR (WESTERN SAMAR),SAN JORGE,0.9993366501,0.9994425736,1466,1549,3015,1464,1549,3013,5350900,7745000,13095900,5343600,7745000,13088600,7745000
III,TARLAC,SAN JOSE,0.9949370973,0.9946983913,2922,3596,6518,2914,3571,6485,15048300,23374000,38422300,15007100,23211500,38218600,23211500
IV-B,OCCIDENTAL MINDORO,SAN JOSE,0.9993966068,0.9995281453,6939,21235,28174,6922,21235,28157,25327350,106175000,131502350,25265300,106175000,131440300,106175000
VIII,NORTHERN SAMAR,SAN JOSE,0.976668827,0.9736823621,1411,1675,3086,1408,1606,3014,5150150,8375000,13525150,5139200,8030000,13169200,8375000
IV-A,BATANGAS,SAN JOSE,1,1,1860,9941,11801,1860,9941,11801,9579000,64616500,74195500,9579000,64616500,74195500,64616500
VII,NEGROS ORIENTAL,SAN JOSE,0.9993795243,0.9995008025,789,4046,4835,786,4046,4832,3668850,24276000,27944850,3654900,24276000,27930900,24276000
V,CAMARINES SUR,SAN JOSE,0.9987628866,0.9990087223,2397,4878,7275,2388,4878,7266,8749050,24390000,33139050,8716200,24390000,33106200,24390000
IV-B,ROMBLON,SAN JOSE,1,1,888,1830,2718,888,1830,2718,3241200,9150000,12391200,3241200,9150000,12391200,9150000
VI,ANTIQUE,SAN JOSE (Capital),0.999814969,0.9999255699,1759,9050,10809,1757,9050,10807,8174700,54300000,62474700,8170050,54300000,62470050,54300000
CARAGA,DINAGAT ISLANDS,SAN JOSE (Capital),0.999692213,1.181794555,1550,4948,6498,1548,4948,6496,5657500,24740000,30397500,11183600,24740000,35923600,24740000
III,NUEVA ECIJA,SAN JOSE CITY,0.983986164,0.9836117398,4472,26751,31223,4455,26268,30723,23030800,173881500,196912300,22943250,170742000,193685250,172965000
VIII,SAMAR (WESTERN SAMAR),SAN JOSE DE BUAN,0.9992641648,0.999370402,739,620,1359,738,620,1358,2697350,3100000,5797350,2693700,3100000,5793700,3100000
IV-A,BATANGAS,SAN JUAN,0.999879721,0.9998977217,5464,11164,16628,5462,11164,16626,28139600,72566000,100705600,28129300,72566000,100695300,72566000
VII,SIQUIJOR,SAN JUAN,0.6950681636,0.6848129218,734,4254,4988,730,2737,3467,3413100,25524000,28937100,3394500,16422000,19816500,25524000
CAR,ABRA,SAN JUAN,1,1,599,1565,2164,599,1565,2164,2485850,8607500,11093350,2485850,8607500,11093350,8607500
I,LA UNION,SAN JUAN,1,1,1333,7300,8633,1333,7300,8633,5531950,40150000,45681950,5531950,40150000,45681950,40150000
VIII,SOUTHERN LEYTE,SAN JUAN (CABALIAN),0.9275517488,0.9231298569,636,2166,2802,633,1966,2599,2321400,10830000,13151400,2310450,9830000,12140450,10830000
I,ILOCOS SUR,SAN JUAN (LAPOG),1,1,961,4000,4961,961,4000,4961,3988150,22000000,25988150,3988150,22000000,25988150,22000000
VIII,EASTERN SAMAR,SAN JULIAN,0.9760479042,0.9740984359,830,2009,2839,829,1942,2771,3029500,10045000,13074500,3025850,9710000,12735850,10045000
III,NUEVA ECIJA,SAN LEONARDO,0.9991781385,0.9992285204,1890,12711,14601,1885,12704,14589,9733500,82621500,92355000,9707750,82576000,92283750,82576000
VI,GUIMARAS,SAN LORENZO,0.991598778,0.9953484716,1866,2062,3928,1833,2062,3895,8621100,12372000,20993100,8523450,12372000,20895450,12372000
V,CAMARINES NORTE,SAN LORENZO RUIZ (IMELDA),0.9976821192,0.9981523398,942,2078,3020,935,2078,3013,3438300,10390000,13828300,3412750,10390000,13802750,10390000
III,AURORA,SAN LUIS,0.9643193964,0.9630935614,1180,5182,6362,1174,4961,6135,6077000,33683000,39760000,6046100,32246500,38292600,33462000
IV-A,BATANGAS,SAN LUIS,1,1,1328,3751,5079,1328,3751,5079,6839200,24381500,31220700,6839200,24381500,31220700,24381500
III,PAMPANGA,SAN LUIS,0.9988729219,0.9988306362,2091,5007,7098,2090,5000,7090,10768650,32545500,43314150,10763500,32500000,43263500,32500000
CARAGA,AGUSAN DEL SUR,SAN LUIS,0.9904358733,0.9858232311,3788,2590,6378,3727,2590,6317,13826200,12950000,26776200,13446600,12950000,26396600,12950000
II,ISABELA,SAN MANUEL,0.9996857322,0.998889576,1012,5352,6364,1010,5352,6362,4199800,29436000,33635800,4162450,29436000,33598450,29436000
III,TARLAC,SAN MANUEL,0.9943305713,0.9941140949,982,3604,4586,981,3579,4560,5057300,23426000,28483300,5052150,23263500,28315650,23263500
I,PANGASINAN,SAN MANUEL,0.9998019802,0.9998421453,2200,7900,10100,2198,7900,10098,9130000,43450000,52580000,9121700,43450000,52571700,43450000
III,ZAMBALES,SAN MARCELINO,0.99160592,0.9917364055,1350,3177,4527,1336,3153,4489,6952500,20650500,27603000,6880400,20494500,27374900,20494500
II,ISABELA,SAN MARIANO,0.9962270773,0.990949781,4653,6744,11397,4610,6744,11354,19309950,37092000,56401950,18799500,37092000,55891500,37092000
II,ISABELA,SAN MATEO,0.999078907,0.9985161168,1286,11742,13028,1274,11742,13016,5336900,64581000,69917900,5233150,64581000,69814150,64581000
IV-A,RIZAL,SAN MATEO,0.9999342948,0.9999466027,3674,26765,30439,3672,26765,30437,18921100,173972500,192893600,18910800,173972500,192883300,173972500
CARAGA,SURIGAO DEL SUR,SAN MIGUEL,0.995302714,1.089043791,3912,3752,7664,3876,3752,7628,14278800,18760000,33038800,17220700,18760000,35980700,18760000
IX,ZAMBOANGA DEL SUR,SAN MIGUEL,0.9946808511,0.9780970796,2120,1452,3572,2101,1452,3553,7738000,7260000,14998000,7409500,7260000,14669500,7260000
VIII,LEYTE,SAN MIGUEL,0.9707012488,0.9678908546,1599,2565,4164,1591,2451,4042,5836350,12825000,18661350,5807150,12255000,18062150,12825000
III,BULACAN,SAN MIGUEL,0.984496124,0.9860761318,4824,17106,21930,4590,17000,21590,24843600,111189000,136032600,23638500,110500000,134138500,110500000
V,CATANDUANES,SAN MIGUEL,1,1,902,2069,2971,902,2069,2971,3292300,10345000,13637300,3292300,10345000,13637300,10345000
VII,BOHOL,SAN MIGUEL,0.9991047449,0.9992494855,1500,2968,4468,1496,2968,4464,6975000,17808000,24783000,6956400,17808000,24764400,17808000
VI,ILOILO,SAN MIGUEL,1,0.9994326449,654,4954,5608,654,4954,5608,3059700,29724000,32783700,3041100,29724000,32765100,29724000
III,ZAMBALES,SAN NARCISO,0.9939409905,0.9937384167,751,3045,3796,750,3023,3773,3867650,19792500,23660150,3862500,19649500,23512000,19649500
IV-A,QUEZON,SAN NARCISO,0.973593899,0.971918721,3013,7477,10490,3013,7200,10213,15516950,48600500,64117450,15516950,46800000,62316950,48600500
IV-A,BATANGAS,SAN NICOLAS,1,1,1064,2402,3466,1064,2402,3466,5479600,15613000,21092600,5479600,15613000,21092600,15613000
I,ILOCOS NORTE,SAN NICOLAS,0.7871480533,0.7819347084,723,6700,7423,723,5120,5843,3000450,36850000,39850450,3000450,28160000,31160450,36850000
I,PANGASINAN,SAN NICOLAS,0.999852224,0.9998813202,1667,5100,6767,1666,5100,6766,6918050,28050000,34968050,6913900,28050000,34963900,28050000
IX,ZAMBOANGA DEL SUR,SAN PABLO,0.995722143,0.981332885,2539,2370,4909,2518,2370,4888,9267350,11850000,21117350,8873150,11850000,20723150,11850000
II,ISABELA,SAN PABLO,0.9991546915,0.9955312492,1393,3339,4732,1389,3339,4728,5780950,18364500,24145450,5673050,18364500,24037550,18364500
V,MASBATE,SAN PASCUAL,0.99917687,0.9993279446,3812,5907,9719,3804,5907,9711,13913800,29535000,43448800,13884600,29535000,43419600,29535000
IV-A,BATANGAS,SAN PASCUAL,1,1,565,9455,10020,565,9455,10020,2909750,61457500,64367250,2909750,61457500,64367250,61457500
VIII,EASTERN SAMAR,SAN POLICARPO,0.9958304378,0.9957311233,1185,1693,2878,1181,1685,2866,4325250,8465000,12790250,4310650,8425000,12735650,8465000
CAR,ABRA,SAN QUINTIN,1,1,304,887,1191,304,887,1191,1261600,4878500,6140100,1261600,4878500,6140100,4878500
I,PANGASINAN,SAN QUINTIN,1,1,1470,4800,6270,1470,4800,6270,6100500,26400000,32500500,6100500,26400000,32500500,26400000
III,BULACAN,SAN RAFAEL,0.9898232061,0.991342173,2142,11320,13462,2025,11300,13325,11031300,73580000,84611300,10428750,73450000,83878750,73450000
VI,ILOILO,SAN RAFAEL,1,1,1092,2256,3348,1092,2256,3348,5077800,13536000,18613800,5077800,13536000,18613800,13536000
VII,CEBU,SAN REMIGIO,0.9958785249,0.9963513032,5105,4115,9220,5067,4115,9182,23738250,24690000,48428250,23561550,24690000,48251550,24690000
VI,ANTIQUE,SAN REMIGIO,0.999097147,0.9983033053,2303,3235,5538,2298,3235,5533,10736850,19410000,30146850,10685700,19410000,30095700,19410000
VIII,SOUTHERN LEYTE,SAN RICARDO,0.9883897022,0.9877919291,605,1376,1981,602,1356,1958,2208250,6880000,9088250,2197300,6780000,8977300,6880000
VIII,NORTHERN SAMAR,SAN ROQUE,0.9996275605,0.9997045115,1589,3781,5370,1587,3781,5368,5799850,18905000,24704850,5792550,18905000,24697550,18905000
VIII,SAMAR (WESTERN SAMAR),SAN SEBASTIAN,0.9992907801,0.9994061999,669,741,1410,668,741,1409,2441850,3705000,6146850,2438200,3705000,6143200,3705000
III,PAMPANGA,SAN SIMON,0.9922824067,0.9925189174,1341,5656,6997,1323,5620,6943,6906150,36764000,43670150,6813450,36530000,43343450,36530000
IV-B,ORIENTAL MINDORO,SAN TEODORO,0.9978925184,0.9982909935,1403,2393,3796,1395,2393,3788,5120950,11965000,17085950,5091750,11965000,17056750,11965000
V,CAMARINES NORTE,SAN VICENTE,0.9995519713,0.9996485806,573,1659,2232,572,1659,2231,2091450,8295000,10386450,2087800,8295000,10382800,8295000
VIII,NORTHERN SAMAR,SAN VICENTE,1,1,650,735,1385,650,735,1385,2372500,3675000,6047500,2372500,3675000,6047500,3675000
IV-B,PALAWAN,SAN VICENTE,0.9970956616,0.9975844561,2495,3014,5509,2479,3014,5493,9106750,15070000,24176750,9048350,15070000,24118350,15070000
I,ILOCOS SUR,SAN VICENTE,1,1,342,2000,2342,342,2000,2342,1419300,11000000,12419300,1419300,11000000,12419300,11000000
II,CAGAYAN,SANCHEZ-MIRA,0.7551424051,0.7457090084,727,4329,5056,718,3100,3818,3017050,23809500,26826550,2954800,17050000,20004800,23809500
I,ILOCOS SUR,SANTA,1,1,389,2500,2889,389,2500,2889,1614350,13750000,15364350,1614350,13750000,15364350,13750000
III,PAMPANGA,SANTA ANA,0.992680569,0.9928793824,1414,5827,7241,1397,5791,7188,7282100,37875500,45157600,7194550,37641500,44836050,37641500
II,CAGAYAN,SANTA ANA,0.9982812948,0.9983157718,1067,5915,6982,1055,5915,6970,4428050,32532500,36960550,4365800,32532500,36898300,32532500
VI,ILOILO,SANTA BARBARA,0.9356451877,0.9334478552,1587,10611,12198,1578,9835,11413,7412100,63666000,71078100,7337700,59010000,66347700,63666000
I,PANGASINAN,SANTA BARBARA,0.9999360818,0.9999493512,3045,12600,15645,3044,12600,15644,12636750,69300000,81936750,12632600,69300000,81932600,69300000
I,ILOCOS SUR,SANTA CATALINA,1,1,320,2300,2620,320,2300,2620,1328000,12650000,13978000,1328000,12650000,13978000,12650000
VII,NEGROS ORIENTAL,SANTA CATALINA,0.9915197872,0.9930767816,4066,13976,18042,3913,13976,17889,18906900,83856000,102762900,18195450,83856000,102051450,83856000
IV-B,OCCIDENTAL MINDORO,SANTA CRUZ,0.9978313906,0.9982297585,2889,4489,7378,2873,4489,7362,10544850,22445000,32989850,10486450,22445000,32931450,22445000
XI,DAVAO DEL SUR,SANTA CRUZ,0.9984731992,0.9987264978,5775,12564,18339,5747,12564,18311,26853750,75384000,102237750,26723550,75384000,102107550,75384000
III,ZAMBALES,SANTA CRUZ,0.9942307692,0.9949267726,2338,5462,7800,2300,5455,7755,12040700,35503000,47543700,11845000,35457500,47302500,35457500
IV-B,MARINDUQUE,SANTA CRUZ,0.7640557424,0.7545885163,2399,14249,16648,2394,10326,12720,8756350,71245000,80001350,8738100,51630000,60368100,70385000
I,ILOCOS SUR,SANTA CRUZ,1,1,1592,5900,7492,1592,5900,7492,6606800,32450000,39056800,6606800,32450000,39056800,32450000
IV-A,LAGUNA,SANTA CRUZ (Capital),1,1,1529,17480,19009,1529,17480,19009,7874350,113620000,121494350,7874350,113620000,121494350,113620000
V,CAMARINES NORTE,SANTA ELENA,0.9895028262,0.9914713823,3259,5410,8669,3168,5410,8578,11895350,27050000,38945350,11563200,27050000,38613200,27050000
VII,CEBU,SANTA FE,0.9960422164,0.9963073991,3423,1125,4548,3405,1125,4530,15916950,6750000,22666950,15833250,6750000,22583250,6750000
VIII,LEYTE,SANTA FE,0.9518790101,0.947044069,1589,2775,4364,1583,2571,4154,5799850,13875000,19674850,5777950,12855000,18632950,13875000
II,NUEVA VIZCAYA,SANTA FE,0.9883408072,0.9870251635,908,2437,3345,908,2398,3306,3768200,13403500,17171700,3759900,13189000,16948900,13403500
IV-B,ROMBLON,SANTA FE,0.9992539169,0.9994015968,1338,2683,4021,1335,2683,4018,4883700,13415000,18298700,4872750,13415000,18287750,13415000
III,TARLAC,SANTA IGNACIA,0.994500351,0.9944222908,1293,7253,8546,1289,7210,8499,6658950,47144500,53803450,6638350,46865000,53503350,46865000
CARAGA,AGUSAN DEL SUR,SANTA JOSEFA,0.9955129513,0.9915478314,2485,2418,4903,2463,2418,4881,9070250,12090000,21160250,8891400,12090000,20981400,12090000
I,ILOCOS SUR,SANTA LUCIA,1,1,1285,3500,4785,1285,3500,4785,5332750,19250000,24582750,5332750,19250000,24582750,19250000
V,SORSOGON,SANTA MAGDALENA,0.9987156435,0.9989635834,1375,2518,3893,1370,2518,3888,5018750,12590000,17608750,5000500,12590000,17590500,12590000
CAR,APAYAO,SANTA MARCELA,0.8266666667,0.8135915079,793,1982,2775,793,1501,2294,3290950,10901000,14191950,3290950,8255500,11546450,8255500
VIII,SAMAR (WESTERN SAMAR),SANTA MARGARITA,0.9991383025,0.9992849517,2068,2574,4642,2064,2574,4638,7548200,12870000,20418200,7533600,12870000,20403600,12870000
III,BULACAN,SANTA MARIA,0.9966960352,0.9968606861,4844,31476,36320,4800,31400,36200,24946600,204594000,229540600,24720000,204100000,228820000,204100000
XI,DAVAO OCCIDENTAL,SANTA MARIA,0.994376683,0.9951270703,5929,6697,12626,5858,6697,12555,27569850,40182000,67751850,27239700,40182000,67421700,40182000
I,ILOCOS SUR,SANTA MARIA,1,1,835,5084,5919,835,5084,5919,3465250,27962000,31427250,3465250,27962000,31427250,27962000
I,PANGASINAN,SANTA MARIA,1,1,1175,5100,6275,1175,5100,6275,4876250,28050000,32926250,4876250,28050000,32926250,28050000
IV-A,LAGUNA,SANTA MARIA,1,1,1366,3612,4978,1366,3612,4978,7034900,23478000,30512900,7034900,23478000,30512900,23478000
II,ISABELA,SANTA MARIA,1,0.9968807351,1303,3371,4674,1303,3371,4674,5407450,18540500,23947950,5332750,18540500,23873250,18540500
IV-B,ROMBLON,SANTA MARIA (IMELDA),0.9910630292,0.9903892846,552,1574,2126,552,1555,2107,2014800,7870000,9884800,2014800,7775000,9789800,7775000
CARAGA,SURIGAO DEL NORTE,SANTA MONICA (SAPAO),1,1.68998007,764,787,1551,764,787,1551,2788600,3935000,6723600,7427750,3935000,11362750,3935000
II,CAGAYAN,SANTA PRAXEDES,0.7769667478,0.7716266883,104,1129,1233,104,854,958,431600,6209500,6641100,427450,4697000,5124450,6209500
VIII,SAMAR (WESTERN SAMAR),SANTA RITA,0.9995883079,0.9996592956,3182,4105,7287,3179,4105,7284,11614300,20525000,32139300,11603350,20525000,32128350,20525000
III,PAMPANGA,SANTA RITA,0.9929381156,0.9930427389,904,4477,5381,895,4448,5343,4655600,29100500,33756100,4609250,28912000,33521250,28912000
III,NUEVA ECIJA,SANTA ROSA,0.9989698023,0.9990690938,1692,13839,15531,1683,13832,15515,8713800,89953500,98667300,8667450,89908000,98575450,89908000
IV-A,BATANGAS,SANTA TERESITA,1,1,733,2501,3234,733,2501,3234,3774950,16256500,20031450,3774950,16256500,20031450,16256500
II,CAGAYAN,SANTA TERESITA,0.9978919631,0.9950524928,549,3246,3795,541,3246,3787,2278350,17853000,20131350,2178750,17853000,20031750,17853000
VII,CEBU,SANTANDER,0.9989622968,0.9991415279,812,2079,2891,809,2079,2888,3775800,12474000,16249800,3761850,12474000,16235850,12474000
I,ILOCOS SUR,SANTIAGO,1,1,813,2738,3551,813,2738,3551,3373950,15059000,18432950,3373950,15059000,18432950,15059000
CARAGA,AGUSAN DEL NORTE,SANTIAGO,0.9957438576,0.9905461895,1699,3470,5169,1677,3470,5147,6201350,17350000,23551350,5978700,17350000,23328700,17350000
I,ILOCOS SUR,SANTO DOMINGO,0.9285168196,0.9256133194,832,4400,5232,832,4026,4858,3452800,24200000,27652800,3452800,22143000,25595800,24200000
III,NUEVA ECIJA,SANTO DOMINGO,0.9947518716,0.9946859079,2468,10489,12957,2459,10430,12889,12710200,68178500,80888700,12663850,67795000,80458850,67795000
V,ALBAY,SANTO DOMINGO (LIBOG),0.9972519084,0.9978013961,2124,4426,6550,2106,4426,6532,7752600,22130000,29882600,7686900,22130000,29816900,22130000
VIII,SAMAR (WESTERN SAMAR),SANTO NIÑO,0.9991162174,0.9992464049,1206,1057,2263,1204,1057,2261,4401900,5285000,9686900,4394600,5285000,9679600,5285000
XII,SOUTH COTABATO,SANTO NIÑO,0.9969220246,0.9973490331,1934,6838,8772,1915,6830,8745,7059100,34190000,41249100,6989750,34150000,41139750,34190000
II,CAGAYAN,SANTO NIÑO (FAIRE),0.7447395654,0.730466356,1201,4597,5798,1196,3122,4318,4984150,25283500,30267650,4938500,17171000,22109500,25283500
XI,DAVAO DEL NORTE,SANTO TOMAS,0.9993147332,0.9994360897,5286,15144,20430,5272,15144,20416,24579900,90864000,115443900,24514800,90864000,115378800,90864000
I,PANGASINAN,SANTO TOMAS,1,1,489,2300,2789,489,2300,2789,2029350,12650000,14679350,2029350,12650000,14679350,12650000
I,LA UNION,SANTO TOMAS,0.9998909369,0.9999136161,1769,7400,9169,1768,7400,9168,7341350,40700000,48041350,7337200,40700000,48037200,40700000
III,PAMPANGA,SANTO TOMAS,0.9905962009,0.9910925679,931,4386,5317,910,4357,5267,4794650,28509000,33303650,4686500,28320500,33007000,28320500
II,ISABELA,SANTO TOMAS,0.9997786141,0.9996495103,861,3656,4517,860,3656,4516,3573150,20108000,23681150,3564850,20108000,23672850,20108000
I,LA UNION,SANTOL,0.998081228,0.9984252516,1027,2100,3127,1021,2100,3121,4262050,11550000,15812050,4237150,11550000,15787150,11550000
BARMM,TAWI-TAWI,SAPA-SAPA,0.9778761062,0.9805560123,3261,1937,5198,3146,1937,5083,11902650,9685000,21587650,11482900,9685000,21167900,9685000
X,LANAO DEL NORTE,SAPAD,0.9989586045,0.9991099691,1591,2250,3841,1587,2250,3837,7398150,13500000,20898150,7379550,13500000,20879550,13500000
X,MISAMIS OCCIDENTAL,SAPANG DALAGA,0.9986286341,0.9988344813,1428,2218,3646,1423,2218,3641,6640200,13308000,19948200,6616950,13308000,19924950,13308000
VI,CAPIZ,SAPI-AN,1,0.9980777919,1828,4217,6045,1828,4217,6045,8565300,25302000,33867300,8500200,25302000,33802200,25302000
VI,ILOILO,SARA,0.9997181511,0.9999231816,2461,8183,10644,2458,8183,10641,11434350,49098000,60532350,11429700,49098000,60527700,49098000
XI,DAVAO OCCIDENTAL,SARANGANI,0.9978757302,0.9981530854,2727,2922,5649,2715,2922,5637,12680550,17532000,30212550,12624750,17532000,30156750,17532000
IV-A,QUEZON,SARIAYA,0.9870991867,0.9867501736,4070,28021,32091,4070,27607,31677,20960500,182136500,203097000,20960500,179445500,200406000,182136500
I,ILOCOS NORTE,SARRAT,1,1,571,4500,5071,571,4500,5071,2369650,24750000,27119650,2369650,24750000,27119650,24750000
III,PAMPANGA,SASMUAN (Sexmoan),0.9940217391,0.9937482594,1095,2585,3680,1093,2565,3658,5639250,16802500,22441750,5628950,16672500,22301450,16672500
III,NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,0.9948920745,0.9948332369,4095,14112,18207,4079,14035,18114,21089250,91728000,112817250,21006850,91227500,112234350,91227500
VI,ANTIQUE,SEBASTE,0.9951597289,0.9994597185,978,2121,3099,963,2121,3084,4487250,12726000,17213250,4477950,12726000,17203950,12726000
XII,SULTAN KUDARAT,SEN. NINOY AQUINO,0.9926523115,0.9939038252,4360,5439,9799,4288,5439,9727,15914000,27195000,43109000,15651200,27195000,42846200,27195000
IX,ZAMBOANGA DEL NORTE,SERGIO OSMEÑA SR.,0.9836487509,0.9645342867,3651,2954,6605,3543,2954,6497,13326150,14770000,28096150,12329700,14770000,27099700,14770000
VII,BOHOL,SEVILLA,0.9979879276,0.9983333109,569,1419,1988,565,1419,1984,2645850,8514000,11159850,2627250,8514000,11141250,8514000
BARMM,MAGUINDANAO,SHARIFF AGUAK (MAGANOY) (Capital),0.9911057206,0.9911717253,4847,100,4947,4803,100,4903,17691550,500000,18191550,17530950,500000,18030950,500000
BARMM,MAGUINDANAO,SHARIFF SAYDONA MUSTAPHA,0.9889430894,0.9890419426,3000,75,3075,2966,75,3041,10950000,375000,11325000,10825900,375000,11200900,375000
BARMM,SULU,SIASI,0.9667277967,0.9717484512,5949,5502,11451,5568,5502,11070,21713850,27510000,49223850,20323200,27510000,47833200,27510000
VII,NEGROS ORIENTAL,SIATON,0.9987025624,0.998928735,5046,13452,18498,5022,13452,18474,23463900,80712000,104175900,23352300,80712000,104064300,80712000
IX,ZAMBOANGA SIBUGAY,SIAY,0.9930715935,0.9752936294,3882,3046,6928,3834,3046,6880,14169300,15230000,29399300,13442950,15230000,28672950,15230000
IX,ZAMBOANGA DEL NORTE,SIAYAN,0.9894495996,0.9677906994,4710,3157,7867,4627,3157,7784,17191500,15785000,32976500,16129350,15785000,31914350,15785000
CARAGA,AGUSAN DEL SUR,SIBAGAT,0.9926993977,0.9929359396,3452,2027,5479,3412,2027,5439,12599800,10135000,22734800,12439200,10135000,22574200,10135000
VI,ANTIQUE,SIBALOM,0.9988504646,0.9988052538,3161,7278,10439,3149,7278,10427,14712600,43668000,58380600,14642850,43668000,58310850,43668000
