region,prov,municity,percent_cnt,percent_amt,target_cnt_4p,target_cnt_n4p,total_cnt_target,actual_cnt_4p,actual_cnt_n4p,total_cnt_actual,target_amt_4p,target_amt_n4p,total_amt_target,actual_amt_4p,actual_amt_n4p,total_amt_actual,actual_amt_lgu_n4p
VII,CEBU,SIBONGA,0.9989782886,0.9991400176,2758,5072,7830,2750,5072,7822,12824700,30432000,43256700,12787500,30432000,43219500,30432000
IX,ZAMBOANGA DEL NORTE,SIBUCO,0.9758085722,0.9535628685,5347,2259,7606,5163,2259,7422,19516550,11295000,30811550,18085750,11295000,29380750,11295000
VII,NEGROS ORIENTAL,SIBULAN,0.9186087948,0.9170356297,1303,12728,14031,1293,11596,12889,6058950,76368000,82426950,6012450,69576000,75588450,76368000
VI,GUIMARAS,SIBUNAG,0.9996987952,0.9994843646,1399,1921,3320,1398,1921,3319,6510000,11526000,18036000,6500700,11526000,18026700,11526000
IX,ZAMBOANGA DEL NORTE,SIBUTAD,0.9939271255,0.9778932603,1673,2279,3952,1649,2279,3928,6106450,11395000,17501450,5719550,11395000,17114550,11395000
BARMM,TAWI-TAWI,SIBUTU,0.9787283777,0.9817350468,2374,1904,4278,2283,1904,4187,8665100,9520000,18185100,8332950,9520000,17852950,9520000
VII,BOHOL,SIERRA BULLONES,0.9976092154,0.9980315302,1201,3400,4601,1190,3400,4590,5584650,20400000,25984650,5533500,20400000,25933500,20400000
I,ILOCOS SUR,SIGAY,0.998019802,0.9982849468,265,240,505,264,240,504,1099750,1320000,2419750,1095600,1320000,2415600,1320000
VI,CAPIZ,SIGMA,1,0.9993070948,1479,5560,7039,1479,5560,7039,6905250,33360000,40265250,6877350,33360000,40237350,33360000
VII,BOHOL,SIKATUNA,1,1,164,1083,1247,164,1083,1247,762600,6498000,7260600,762600,6498000,7260600,6498000
VIII,SOUTHERN LEYTE,SILAGO,0.9991704687,0.9993523,581,1830,2411,579,1830,2409,2120650,9150000,11270650,2113350,9150000,11263350,9150000
IV-A,CAVITE,SILANG,1,1,1732,35053,36785,1732,35053,36785,8919800,227844500,236764300,8919800,227844500,236764300,227844500
VIII,NORTHERN SAMAR,SILVINO LOBOS,0.9981378026,0.9984635331,1146,1539,2685,1141,1539,2680,4182900,7695000,11877900,4164650,7695000,11859650,7695000
BARMM,TAWI-TAWI,SIMUNUL,0.9567318757,0.9628348338,2389,1956,4345,2202,1955,4157,8719850,9780000,18499850,8037300,9775000,17812300,9780000
X,MISAMIS OCCIDENTAL,SINACABAN,0.9967173978,0.9972665769,1032,2319,3351,1021,2319,3340,4798800,13914000,18712800,4747650,13914000,18661650,13914000
I,ILOCOS SUR,SINAIT,1,1,900,3900,4800,900,3900,4800,3735000,21450000,25185000,3735000,21450000,25185000,21450000
IX,ZAMBOANGA DEL NORTE,SINDANGAN,0.9976147615,0.9825715723,10160,12060,22220,10107,12060,22167,37084000,60300000,97384000,35386750,60300000,95686750,60300000
IV-A,LAGUNA,SINILOAN,1,1,832,5318,6150,832,5318,6150,4284800,34567000,38851800,4284800,34567000,38851800,34567000
IX,ZAMBOANGA DEL NORTE,SIOCON,0.9529555954,0.939796137,4189,6418,10607,4032,6076,10108,15289850,32090000,47379850,14147400,30380000,44527400,32090000
V,CAMARINES SUR,SIPOCOT,0.9851080313,0.9880369926,3927,7690,11617,3754,7690,11444,14333550,38450000,52783550,13702100,38450000,52152100,38450000
VII,SIQUIJOR,SIQUIJOR (Capital),0.7280320748,0.7228585297,763,8216,8979,758,5779,6537,3547950,49296000,52843950,3524700,34674000,38198700,48000000
IX,ZAMBOANGA DEL NORTE,SIRAWAI,0.9854893486,0.9555988897,3898,2580,6478,3804,2580,6384,14227700,12900000,27127700,13023200,12900000,25923200,12900000
V,CAMARINES SUR,SIRUMA,0.9971572963,0.9975933625,1615,1551,3166,1606,1551,3157,5894750,7755000,13649750,5861900,7755000,13616900,7755000
CARAGA,SURIGAO DEL NORTE,SISON,0.9995698925,1.054436191,1012,1313,2325,1011,1313,2324,3693800,6565000,10258800,4252250,6565000,10817250,6565000
I,PANGASINAN,SISON,1,1,1598,7400,8998,1598,7400,8998,6631700,40700000,47331700,6631700,40700000,47331700,40700000
BARMM,TAWI-TAWI,SITANGKAI,0.974303222,0.9776429879,2971,2088,5059,2842,2087,4929,10844150,10440000,21284150,10373300,10435000,20808300,10440000
IV-B,ORIENTAL MINDORO,SOCORRO,0.9951661631,0.9961053165,2880,5395,8275,2840,5395,8235,10512000,26975000,37487000,10366000,26975000,37341000,26975000
CARAGA,SURIGAO DEL NORTE,SOCORRO,0.9997439181,0.7644149417,1965,1940,3905,1964,1940,3904,7172250,9700000,16872250,3197400,9700000,12897400,9700000
IV-B,PALAWAN,SOFRONIO ESPAÑOLA,0.9948355999,0.9954875134,3540,2269,5809,3510,2269,5779,12921000,11345000,24266000,12811500,11345000,24156500,11345000
VII,CEBU,SOGOD,0.9989466292,0.9991256851,1678,4018,5696,1672,4018,5690,7802700,24108000,31910700,7774800,24108000,31882800,24108000
VIII,SOUTHERN LEYTE,SOGOD,0.9992921189,0.9994460682,2107,6369,8476,2101,6369,8470,7690550,31845000,39535550,7668650,31845000,39513650,31845000
II,CAGAYAN,SOLANA,0.9998755135,0.9977872004,2939,13127,16066,2937,13127,16064,12196850,72198500,84395350,12010100,72198500,84208600,72198500
II,NUEVA VIZCAYA,SOLANO,0.8977678571,0.8961539016,851,12589,13440,851,11215,12066,3531650,69239500,72771150,3531650,61682500,65214150,69239500
I,ILOCOS NORTE,SOLSONA,1,1,809,4000,4809,809,4000,4809,3357350,22000000,25357350,3357350,22000000,25357350,22000000
IX,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),0.9979982842,0.9882415476,1455,2042,3497,1448,2042,3490,5310750,10210000,15520750,5128250,10210000,15338250,10210000
BARMM,TAWI-TAWI,SOUTH UBIAN,0.9470690082,0.9444418225,2418,1625,4043,2323,1506,3829,8825700,8125000,16950700,8478950,7530000,16008950,8125000
BARMM,MAGUINDANAO,SOUTH UPI,0.9948988267,0.9949932901,5581,300,5881,5551,300,5851,20370650,1500000,21870650,20261150,1500000,21761150,1500000
I,PANGASINAN,SUAL,1,1,2174,4300,6474,2174,4300,6474,9022100,23650000,32672100,9022100,23650000,32672100,23650000
III,ZAMBALES,SUBIC,0.9945066705,0.9950918608,2548,11469,14017,2496,11444,13940,13122200,74548500,87670700,12854400,74386000,87240400,74386000
I,LA UNION,SUDIPEN,1,1,807,3100,3907,807,3100,3907,3349050,17050000,20399050,3349050,17050000,20399050,17050000
X,MISAMIS ORIENTAL,SUGBONGCOGON,1,1,650,1164,1814,650,1164,1814,3022500,6984000,10006500,3022500,6984000,10006500,6984000
I,ILOCOS SUR,SUGPON,0.9988962472,0.9990818483,343,563,906,342,563,905,1423450,3096500,4519950,1419300,3096500,4515800,3096500
VIII,EASTERN SAMAR,SULAT,0.9946914399,0.995088494,930,2084,3014,921,2077,2998,3394500,10420000,13814500,3361650,10385000,13746650,10420000
XI,DAVAO DEL SUR,SULOP,0.998974359,0.999134168,2486,4339,6825,2479,4339,6818,11559900,26034000,37593900,11527350,26034000,37561350,26034000
BARMM,LANAO DEL SUR,SULTAN DUMALONDONG,1,1,960,512,1472,960,512,1472,3504000,2560000,6064000,3504000,2560000,6064000,2560000
BARMM,MAGUINDANAO,SULTAN KUDARAT (NULING),0.9927623643,0.9931662312,8177,2600,10777,8105,2594,10699,29846050,13000000,42846050,29583250,12970000,42553250,13000000
BARMM,MAGUINDANAO,SULTAN MASTURA,0.9921011058,0.9926136162,2057,475,2532,2037,475,2512,7508050,2375000,9883050,7435050,2375000,9810050,2375000
X,LANAO DEL NORTE,SULTAN NAGA DIMAPORO (KAROMATAN),0.9987307167,0.998894294,5023,5219,10242,5010,5219,10229,23356950,31314000,54670950,23296500,31314000,54610500,31314000
BARMM,MAGUINDANAO,SULTAN SA BARONGIS (LAMBAYONG),0.9888143177,0.9888655014,3973,50,4023,3928,50,3978,14501450,250000,14751450,14337200,250000,14587200,250000
X,BUKIDNON,SUMILAO,0.9936424832,0.9946377424,1929,3419,5348,1895,3419,5314,8969850,20514000,29483850,8811750,20514000,29325750,20514000
BARMM,BASILAN,SUMISIP,0.5862968231,0.6109609541,3495,723,4218,1750,723,2473,12756750,3615000,16371750,6387500,3615000,10002500,3615000
XII,SOUTH COTABATO,SURALLAH,0.9960928902,0.9969520353,4323,13849,18172,4252,13849,18101,15778950,69245000,85023950,15519800,69245000,84764800,69245000
I,ILOCOS SUR,SUYO,0.9991405243,0.9992862088,867,1460,2327,865,1460,2325,3598050,8030000,11628050,3589750,8030000,11619750,8030000
XII,SOUTH COTABATO,T'BOLI,0.9876579345,0.9894603366,11021,9478,20499,10768,9478,20246,40226650,47390000,87616650,39303200,47390000,86693200,47390000
IV-A,BATANGAS,TAAL,1,1,2186,6437,8623,2186,6437,8623,11257900,41840500,53098400,11257900,41840500,53098400,41840500
VIII,LEYTE,TABANGO,0.9408381265,0.9351212958,2568,4734,7302,2556,4314,6870,9373200,23670000,33043200,9329400,21570000,30899400,23670000
IX,ZAMBOANGA DEL SUR,TABINA,0.9916326968,0.9749417588,2589,2072,4661,2550,2072,4622,9449850,10360000,19809850,8953450,10360000,19313450,10360000
VII,CEBU,TABOGON,0.9883866918,0.9896289666,3743,2629,6372,3669,2629,6298,17404950,15774000,33178950,17060850,15774000,32834850,15774000
VIII,LEYTE,TABONTABON,0.8589315526,0.845095463,812,1584,2396,809,1249,2058,2963800,7920000,10883800,2952850,6245000,9197850,7920000
BARMM,BASILAN,TABUAN-LASA,0.269005848,0.2904906306,3140,280,3420,640,280,920,11461000,1400000,12861000,2336000,1400000,3736000,1400000
VII,CEBU,TABUELAN,0.9938905181,0.9946186161,2185,1907,4092,2160,1907,4067,10160250,11442000,21602250,10044000,11442000,21486000,11442000
CAR,MOUNTAIN PROVINCE,TADIAN,1,1,805,3578,4383,805,3578,4383,3340750,19679000,23019750,3340750,19679000,23019750,19679000
VIII,EASTERN SAMAR,TAFT,0.99865338,0.9989193702,1242,2471,3713,1237,2471,3708,4533300,12355000,16888300,4515050,12355000,16870050,12355000
CARAGA,SURIGAO DEL NORTE,TAGANA-AN,0.9989557953,1.106418233,1342,1531,2873,1339,1531,2870,4898300,7655000,12553300,6234200,7655000,13889200,7655000
VIII,SAMAR (WESTERN SAMAR),TAGAPUL-AN,0.9973045822,0.9975428272,688,796,1484,685,795,1480,2511200,3980000,6491200,2500250,3975000,6475250,3980000
CARAGA,SURIGAO DEL SUR,TAGBINA,0.9964013841,0.7714705389,3133,4092,7225,3107,4092,7199,11435450,20460000,31895450,4146400,20460000,24606400,20460000
IV-A,QUEZON,TAGKAWAYAN,1,1,2889,8335,11224,2889,8335,11224,14878350,54177500,69055850,14878350,54177500,69055850,54177500
CARAGA,SURIGAO DEL SUR,TAGO,0.9983889865,0.8845951816,3290,3538,6828,3279,3538,6817,12008500,17690000,29698500,8581150,17690000,26271150,17690000
X,MISAMIS ORIENTAL,TAGOLOAN,0.9990969714,0.9992697953,2660,11736,14396,2647,11736,14383,12369000,70416000,82785000,12308550,70416000,82724550,70416000
X,LANAO DEL NORTE,TAGOLOAN,0.9983270598,0.9985482814,1136,1255,2391,1132,1255,2387,5282400,7530000,12812400,5263800,7530000,12793800,7530000
BARMM,LANAO DEL SUR,TAGOLOAN II,0.9880557399,0.9883530256,1403,104,1507,1385,104,1489,5120950,520000,5640950,5055250,520000,5575250,520000
I,ILOCOS SUR,TAGUDIN,1,1,1804,7858,9662,1804,7858,9662,7486600,43219000,50705600,7486600,43219000,50705600,43219000
CARAGA,AGUSAN DEL SUR,TALACOGON,0.994637313,0.9940373197,4026,3060,7086,3988,3060,7048,14694900,15300000,29994900,14516050,15300000,29816050,15300000
XI,DAVAO DEL NORTE,TALAINGOD,0.9984900777,0.998604717,3324,1312,4636,3317,1312,4629,15456600,7872000,23328600,15424050,7872000,23296050,7872000
X,BUKIDNON,TALAKAG,0.997105644,0.9974892076,6548,7272,13820,6508,7272,13780,30448200,43632000,74080200,30262200,43632000,73894200,43632000
VIII,SAMAR (WESTERN SAMAR),TALALORA,0.9964564139,0.9970130933,700,711,1411,695,711,1406,2555000,3555000,6110000,2536750,3555000,6091750,3555000
III,NUEVA ECIJA,TALAVERA,0.994191883,0.9942723471,5970,21922,27892,5925,21805,27730,30745500,142493000,173238500,30513750,141732500,172246250,141732500
BARMM,MAGUINDANAO,TALAYAN,0.99398367,0.9941416416,4144,510,4654,4117,509,4626,15125600,2550000,17675600,15027050,2545000,17572050,2550000
VII,BOHOL,TALIBON,0.9995176073,0.9995958016,4150,8288,12438,4144,8288,12432,19297500,49728000,69025500,19269600,49728000,68997600,49728000
BARMM,SULU,TALIPAO,0.8385876419,0.8626039263,4450,8238,12688,2710,7930,10640,16242500,41190000,57432500,9891500,39650000,49541500,41190000
V,CAMARINES NORTE,TALISAY,0.9996367599,0.9997193522,1125,4381,5506,1123,4381,5504,4106250,21905000,26011250,4098950,21905000,26003950,21905000
IV-A,BATANGAS,TALISAY,1,1,1362,5575,6937,1362,5575,6937,7014300,36237500,43251800,7014300,36237500,43251800,36237500
X,MISAMIS ORIENTAL,TALISAYAN,0.9989626556,0.9991236947,1769,3051,4820,1764,3051,4815,8225850,18306000,26531850,8202600,18306000,26508600,18306000
BARMM,MAGUINDANAO,TALITAY,0.968,0.9704073789,1200,425,1625,1150,423,1573,4380000,2125000,6505000,4197500,2115000,6312500,2125000
III,NUEVA ECIJA,TALUGTUG,0.9971883786,0.9971771033,1589,3746,5335,1581,3739,5320,8188500,24349000,32537500,8142150,24303500,32445650,24303500
IX,ZAMBOANGA SIBUGAY,TALUSAN,0.6450923226,0.5993773547,1734,3411,5145,1659,1660,3319,6329100,17055000,23384100,5715900,8300000,14015900,8300000
IX,ZAMBOANGA DEL SUR,TAMBULIG,0.9958956318,0.9815097182,3187,3635,6822,3159,3635,6794,11632550,18175000,29807550,11081400,18175000,29256400,18175000
XII,SOUTH COTABATO,TAMPAKAN,0.9949571948,0.9960047653,2482,6045,8527,2439,6045,8484,9059300,30225000,39284300,8902350,30225000,39127350,30225000
BARMM,LANAO DEL SUR,TAMPARAN,0.9906794949,0.9920528452,1772,1554,3326,1741,1554,3295,6467800,7770000,14237800,6354650,7770000,14124650,7770000
IX,ZAMBOANGA DEL NORTE,TAMPILISAN,0.9933872153,0.9815414418,2879,2565,5444,2843,2565,5408,10508350,12825000,23333350,10077650,12825000,22902650,12825000
VIII,LEYTE,TANAUAN,0.990616282,0.9919650157,5216,6613,11829,5115,6603,11718,19038400,33065000,52103400,18669750,33015000,51684750,33065000
IV-A,RIZAL,TANAY,1,1,4111,10218,14329,4111,10218,14329,21171650,66417000,87588650,21171650,66417000,87588650,66417000
BARMM,TAWI-TAWI,TANDUBAS,0.9735437456,0.9771539323,2468,1841,4309,2354,1841,4195,9008200,9205000,18213200,8592100,9205000,17797100,9205000
VI,AKLAN,TANGALAN,0.9991570666,0.9971661893,1263,2296,3559,1260,2296,3556,5914800,13776000,19690800,5859000,13776000,19635000,13776000
X,LANAO DEL NORTE,TANGCAL,0.9985364069,0.9987444691,1173,1560,2733,1169,1560,2729,5454450,9360000,14814450,5435850,9360000,14795850,9360000
XII,SOUTH COTABATO,TANTANGAN,0.9960206496,0.9967545259,2381,6917,9298,2348,6913,9261,8690650,34585000,43275650,8570200,34565000,43135200,34585000
CAR,KALINGA,TANUDAN,0.911360799,0.9025680371,589,1013,1602,589,871,1460,2444350,5571500,8015850,2444350,4790500,7234850,5571500
IV-A,CAVITE,TANZA,1,1,3106,30462,33568,3106,30462,33568,15995900,198003000,213998900,15995900,198003000,213998900,198003000
VI,CAPIZ,TAPAZ,0.9988344988,0.9958948876,4037,7975,12012,4023,7975,11998,18981300,47850000,66831300,18706950,47850000,66556950,47850000
BARMM,SULU,TAPUL,0.6942301759,0.7299757757,2081,1160,3241,1090,1160,2250,7595650,5800000,13395650,3978500,5800000,9778500,5800000
BARMM,LANAO DEL SUR,TARAKA,0.9624459953,0.9683320302,1339,1670,3009,1231,1665,2896,4887350,8350000,13237350,4493150,8325000,12818150,8350000
VIII,SAMAR (WESTERN SAMAR),TARANGNAN,0.8069453964,0.785952184,2244,2133,4377,2104,1428,3532,8190600,10665000,18855600,7679600,7140000,14819600,10665000
XI,DAVAO ORIENTAL,TARRAGONA,0.9989777142,0.9990719174,3181,1710,4891,3176,1710,4886,14791650,10260000,25051650,14768400,10260000,25028400,10260000
VII,NEGROS ORIENTAL,TAYASAN,0.9923417494,0.9936703409,2315,6042,8357,2251,6042,8293,10764750,36252000,47016750,10467150,36252000,46719150,36252000
IV-A,BATANGAS,TAYSAN,0.9998280901,0.999856644,1397,4420,5817,1396,4420,5816,7194550,28730000,35924550,7189400,28730000,35919400,28730000
IV-B,PALAWAN,TAYTAY,0.9984902242,0.9987062679,7266,5981,13247,7246,5981,13227,26520900,29905000,56425900,26447900,29905000,56352900,29905000
IV-A,RIZAL,TAYTAY,0.9999220009,0.9999363506,5383,33079,38462,5380,33079,38459,27722450,215013500,242735950,27707000,215013500,242720500,215013500
I,PANGASINAN,TAYUG,1,1,1193,7000,8193,1193,7000,8193,4950950,38500000,43450950,4950950,38500000,43450950,38500000
CAR,ABRA,TAYUM,1,1,732,2439,3171,732,2439,3171,3037800,13414500,16452300,3037800,13414500,16452300,13414500
IV-A,RIZAL,TERESA,1,1,1579,5380,6959,1579,5380,6959,8131850,34970000,43101850,8131850,34970000,43101850,34970000
IV-A,CAVITE,TERNATE,1,1,1350,2100,3450,1350,2100,3450,6952500,13650000,20602500,6952500,13650000,20602500,13650000
IV-A,QUEZON,TIAONG,0.999906812,0.9999243224,2518,18944,21462,2516,18944,21460,12967700,123136000,136103700,12957400,123136000,136093400,123136000
VI,ANTIQUE,TIBIAO,0.9980636833,0.9973067054,1495,3153,4648,1486,3153,4639,6979650,18918000,25897650,6909900,18918000,25827900,18918000
V,CAMARINES SUR,TIGAON,0.9966412214,0.9972735668,3664,6161,9825,3631,6161,9792,13373600,30805000,44178600,13253150,30805000,44058150,30805000
IX,ZAMBOANGA DEL SUR,TIGBAO,0.9905684425,0.9504388293,2528,1395,3923,2491,1395,3886,9227200,6975000,16202200,8424200,6975000,15399200,6975000
VI,ILOILO,TIGBAUAN,0.8102580239,0.8015682715,2211,10501,12712,2208,8092,10300,10374150,63006000,73380150,10267200,48552000,58819200,63006000
V,CAMARINES SUR,TINAMBAC,0.9959197269,0.9966546582,4876,7133,12009,4827,7133,11960,17797400,35665000,53462400,17618550,35665000,53283550,35665000
CAR,ABRA,TINEG,0.9339285714,0.9275800712,400,720,1120,400,646,1046,1660000,3960000,5620000,1660000,3553000,5213000,3960000
CAR,KALINGA,TINGLAYAN,0.979704797,0.9777251076,785,1383,2168,785,1339,2124,3257750,7606500,10864250,3257750,7364500,10622250,7606500
IV-A,BATANGAS,TINGLOY,1,1,1200,1541,2741,1200,1541,2741,6180000,10016500,16196500,6180000,10016500,16196500,10016500
CAR,IFUGAO,TINOC,0.9803677158,0.9786337303,1061,2148,3209,1061,2085,3146,4403150,11814000,16217150,4403150,11467500,15870650,11467500
BARMM,BASILAN,TIPO-TIPO,0.6923728814,0.7040160396,2109,251,2360,1383,251,1634,7697850,1255000,8952850,5047950,1255000,6302950,1255000
IX,ZAMBOANGA SIBUGAY,TITAY,0.9923636798,0.9686866607,4965,3416,8381,4901,3416,8317,18122250,17080000,35202250,17019950,17080000,34099950,17080000
V,ALBAY,TIWI,0.9971971972,0.9977787124,2919,7071,9990,2891,7071,9962,10654350,35355000,46009350,10552150,35355000,45907150,35355000
VI,ANTIQUE,TOBIAS FORNIER (DAO),0.9996503497,0.9992875889,1258,4462,5720,1256,4462,5718,5863650,26772000,32635650,5840400,26772000,32612400,26772000
VI,NEGROS OCCIDENTAL,TOBOSO,0.9991454035,0.9996939692,2625,5566,8191,2618,5566,8184,12187650,33396000,45583650,12173700,33396000,45569700,33396000
VIII,LEYTE,TOLOSA,0.9887367491,0.9903030825,2138,2390,4528,2091,2386,4477,7803700,11950000,19753700,7632150,11930000,19562150,11950000
VIII,SOUTHERN LEYTE,TOMAS OPPUS,0.9996817314,0.9997472474,940,2202,3142,939,2202,3141,3431000,11010000,14441000,3427350,11010000,14437350,11010000
BARMM,SULU,TONGKIL,0.9610485056,0.9669481969,2112,1970,4082,1953,1970,3923,7708800,9850000,17558800,7128450,9850000,16978450,9850000
IV-B,MARINDUQUE,TORRIJOS,0.7793677205,0.7672325708,1745,7270,9015,1744,5282,7026,6369250,36350000,42719250,6365600,26410000,32775600,35910000
CARAGA,AGUSAN DEL SUR,TRENTO,0.9979892052,0.9968569552,4913,4536,9449,4894,4536,9430,17965300,22680000,40645300,17837550,22680000,40517550,22680000
VII,BOHOL,TRINIDAD,0.9993243243,0.9994318468,2061,3859,5920,2057,3859,5916,9583650,23154000,32737650,9565050,23154000,32719050,23154000
II,CAGAYAN,TUAO,0.9954751131,0.9945216194,1929,9563,11492,1877,9563,11440,8005350,52596500,60601850,7673350,52596500,60269850,52596500
CAR,BENGUET,TUBA,0.9941990771,0.9940078838,986,6599,7585,986,6555,7541,4091900,36294500,40386400,4091900,36052500,40144400,36294500
CARAGA,DINAGAT ISLANDS,TUBAJON,1,2.055992382,697,1245,1942,697,1245,1942,2544050,6225000,8769050,11804100,6225000,18029100,6225000
I,LA UNION,TUBAO,1,1,1461,5200,6661,1461,5200,6661,6063150,28600000,34663150,6063150,28600000,34663150,28600000
BARMM,LANAO DEL SUR,TUBARAN,0.9020758123,0.9020758123,2216,0,2216,1999,0,1999,8088400,0,8088400,7296350,0,7296350,0
CARAGA,AGUSAN DEL NORTE,TUBAY,0.9976052684,0.9947950205,1937,3074,5011,1925,3074,4999,7070050,15370000,22440050,6953250,15370000,22323250,15370000
VII,BOHOL,TUBIGON,0.9997656708,0.9998113167,1423,7112,8535,1421,7112,8533,6616950,42672000,49288950,6607650,42672000,49279650,42672000
CAR,BENGUET,TUBLAY,0.8322580645,0.8238534272,693,2872,3565,693,2274,2967,2875950,15796000,18671950,2875950,12507000,15382950,12507000
CAR,ABRA,TUBO,0.8462770216,0.8384011508,248,1001,1249,248,809,1057,1029200,5505500,6534700,1029200,4449500,5478700,5505500
CARAGA,SURIGAO DEL NORTE,TUBOD,0.9992006395,0.8567194072,945,1557,2502,943,1557,2500,3449250,7785000,11234250,1839600,7785000,9624600,7785000
X,LANAO DEL NORTE,TUBOD (Capital),0.9972918874,0.9977008826,3289,5204,8493,3266,5204,8470,15293850,31224000,46517850,15186900,31224000,46410900,31224000
VI,ILOILO,TUBUNGAN,0.8860013103,0.881807301,1028,3551,4579,1004,3053,4057,4761600,21306000,26067600,4668600,18318000,22986600,21306000
VII,CEBU,TUBURAN,0.9981468838,0.998401177,4636,5617,10253,4617,5617,10234,21557400,33702000,55259400,21469050,33702000,55171050,33702000
BARMM,BASILAN,TUBURAN,0.3196371398,0.349426139,1642,232,1874,367,232,599,5993300,1160000,7153300,1339550,1160000,2499550,1160000
X,MISAMIS OCCIDENTAL,TUDELA,0.998299641,0.997889345,1818,3475,5293,1809,3475,5284,8453700,20850000,29303700,8411850,20830000,29241850,20850000
VII,CEBU,TUDELA,0.9994517544,0.9995306444,768,1056,1824,767,1056,1823,3571200,6336000,9907200,3566550,6336000,9902550,6336000
BARMM,LANAO DEL SUR,TUGAYA,0.986522025,0.9886962762,1460,1582,3042,1419,1582,3001,5329000,7910000,13239000,5179350,7910000,13089350,7910000
